Scheme Name       : step_34
Scheme lnL        : -583788.4975891113
Scheme AIC        : 1172652.99518
Number of params  : 2538
Number of sites   : 135334
Number of subsets : 246

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
1      | GTR+G      | 1473       | 3a2568ced60abc5aec564827c3d2117b | EOG090C00BE_1                                                                                       
2      | GTR+G      | 1473       | 54ad1299c7315cf832538b5e164ddac0 | EOG090C00BE_2                                                                                       
3      | GTR+G      | 1519       | 122e70051937dd3a619b20baf2d203f4 | EOG090C00HJ_1                                                                                       
4      | GTR+G      | 1519       | 6cf0dbc88f0189ed02d97f08104a27aa | EOG090C00HJ_2                                                                                       
5      | GTR+G      | 1008       | e00ac7e9f9642b2bf2269018963be2b5 | EOG090C010X_1, EOG090C095H_1                                                                        
6      | GTR+G      | 783        | cac15abb07e01d1329fd73ad79537065 | EOG090C010X_2                                                                                       
7      | GTR+G      | 1086       | 30476b784c3294ad5e635ae543a5c4a2 | EOG090C014P_1                                                                                       
8      | GTR+G      | 1086       | a90d13cffc36b6b7fedfb5411074de49 | EOG090C014P_2                                                                                       
9      | GTR+G      | 1724       | 2f5812365da167f1efe16088a518e1c8 | EOG090C07FM_2, EOG090C016M_1                                                                        
10     | GTR+G      | 1473       | 9666390e204d5b2fe08910de3b72dd0c | EOG090C016M_2, EOG090C0ERA_2                                                                        
11     | GTR+G      | 754        | 073cefdd408f219320ade99aea4ee28e | EOG090C01AQ_1                                                                                       
12     | GTR+G      | 754        | 4f32f9aa8696a0d3b515e7294f42b6bc | EOG090C01AQ_2                                                                                       
13     | GTR+G      | 1044       | d2a8651d3f294a0556a4e4134e5fb122 | EOG090C01BG_1                                                                                       
14     | GTR+G      | 1360       | 1f53694524f5cd83e66939d41164d1b8 | EOG090C01BG_2, EOG090C04TR_2                                                                        
15     | GTR+G      | 731        | 167bd5e492451b926adabd36c8fef8d8 | EOG090C01CW_1                                                                                       
16     | GTR+G      | 731        | f97cc98155fa65d57205632ade85ac59 | EOG090C01CW_2                                                                                       
17     | GTR+G      | 1004       | 62a3c5085744d2bf4e7723e7b86421f3 | EOG090C01LV_1                                                                                       
18     | GTR+G      | 1004       | a7ec8fb46e4616ef5eecb6271a0d7401 | EOG090C01LV_2                                                                                       
19     | GTR+G      | 680        | 0b305d43656948d6ef4448d1dc17f0e8 | EOG090C01NW_1                                                                                       
20     | GTR+G      | 680        | e45cd1c539f97d961c8ccc96cd4dd873 | EOG090C01NW_2                                                                                       
21     | GTR+G      | 971        | ad86257e272081e0fce2a6b4933f5b8a | EOG090C01QP_1                                                                                       
22     | GTR+G      | 971        | ad9cd315a5bef886c24d1b02e2d58216 | EOG090C01QP_2                                                                                       
23     | GTR+G      | 565        | 1e0f16c50200d0c031c2f78487552e15 | EOG090C01S4_1                                                                                       
24     | GTR+G      | 565        | c7881e41b7ca061576ae9ad348a3f7b0 | EOG090C01S4_2                                                                                       
25     | GTR+G      | 2348       | da3c87c33edd8e82fe8a4dcf920e8468 | EOG090C05L0_1, EOG090C053D_1, EOG090C01T7_1                                                         
26     | GTR+G      | 1755       | fcbe633d3c9e3e7c205fbcc0410ae9fd | EOG090C01T7_2, EOG090C037V_2                                                                        
27     | GTR+G      | 1331       | 4f99885212f9c302f92eaa2db77c1829 | EOG090C09EJ_1, EOG090C01W9_1, EOG090C04RC_1                                                         
28     | GTR+G      | 420        | 7ae0dbf81ec4c3cdb0bf0e99af717f13 | EOG090C01W9_2                                                                                       
29     | GTR+G      | 699        | 94b36fe004e99620ec5d3e9d6660fa95 | EOG090C027B_1                                                                                       
30     | GTR+G      | 699        | 91e8e986f8d0a6f4ac261c49e2f19251 | EOG090C027B_2                                                                                       
31     | GTR+G      | 996        | 0ceeae253ea32a7b833f5320e82d6fdd | EOG090C02AS_1                                                                                       
32     | GTR+G      | 996        | c9bacaf743cfee1aa48aff827c73238c | EOG090C02AS_2                                                                                       
33     | GTR+G      | 1282       | e561e718b5f43d49380e2400d8dc626c | EOG090C07YF_1, EOG090C02EK_1                                                                        
34     | GTR+G      | 875        | 7f6cf23d2bb8e199a6831217b68ec5d9 | EOG090C02EK_2                                                                                       
35     | GTR+G      | 769        | 1a695db2e9bc034947bbbb0fc613b9c9 | EOG090C02FU_1                                                                                       
36     | GTR+G      | 1272       | 3a48bddf150458159c3921df3b731750 | EOG090C065C_2, EOG090C02FU_2                                                                        
37     | GTR+G      | 630        | f8f5f8485c2168f7c1717203a62b50b8 | EOG090C02GG_1                                                                                       
38     | GTR+G      | 630        | 744ec0dc2573bb37889c57d06ae8acad | EOG090C02GG_2                                                                                       
39     | GTR+G      | 709        | 8c58af131b2e35606f55a602d003f9ad | EOG090C02JH_1                                                                                       
40     | GTR+G      | 709        | ff59e1e6d95a08e3034485ea026a744a | EOG090C02JH_2                                                                                       
41     | GTR+G      | 663        | cad18fc7d97c8a7df0057ae20eeda14a | EOG090C02QR_1                                                                                       
42     | GTR+G      | 663        | 616fdf7377676935f7488cbc57c558bd | EOG090C02QR_2                                                                                       
43     | GTR+G      | 832        | 753182aa964f8e132d49282bf0591cef | EOG090C02S2_1                                                                                       
44     | GTR+G      | 1066       | 18dea16c7ece3b9ec33945f37a182473 | EOG090C0BO8_2, EOG090C02S2_2                                                                        
45     | GTR+G      | 724        | 8857779c9d5432380deeea85ae61affe | EOG090C02TX_1                                                                                       
46     | GTR+G      | 724        | 0ee2d7001bb8417c419d59ede2775a28 | EOG090C02TX_2                                                                                       
47     | GTR+G      | 998        | 6f4e9b5e55d4a8a4dd3688e56f0ce9a8 | EOG090C06YQ_1, EOG090C02XJ_1                                                                        
48     | GTR+G      | 539        | cbaa282f0744831cdf0f6e58653e7ef5 | EOG090C02XJ_2                                                                                       
49     | GTR+G      | 799        | dff65a68ebc0c15293a694e564f509d0 | EOG090C0349_1                                                                                       
50     | GTR+G      | 799        | 4a9dec8042015b370796f37adee0cd64 | EOG090C0349_2                                                                                       
51     | GTR+G      | 927        | 5f036cb3162abe8cf44579aef4af6265 | EOG090C0B2X_1, EOG090C037V_1                                                                        
52     | GTR+G      | 694        | e2b21ddd6bcc1551c7607ab619c36182 | EOG090C039G_1                                                                                       
53     | GTR+G      | 694        | ede79d4fca67a74546c08801acd05404 | EOG090C039G_2                                                                                       
54     | GTR+G      | 557        | 47e841aefcb327de9cf7bec72c8a3b48 | EOG090C03F4_1                                                                                       
55     | GTR+G      | 557        | 23b7ca5432dfed9611309c5c61b8680f | EOG090C03F4_2                                                                                       
56     | GTR+G      | 530        | df8d26a1760e026766b3ef4b412bc420 | EOG090C03FJ_1                                                                                       
57     | GTR+G      | 530        | 5a6c6bcda6413c6ee599cb27cfd93a78 | EOG090C03FJ_2                                                                                       
58     | GTR+G      | 705        | 71dbdd266e6bf7c6f1c3a510afe2ae0e | EOG090C03MY_1                                                                                       
59     | GTR+G      | 705        | 39687ca9834eb04b39528ec70e55c1ba | EOG090C03MY_2                                                                                       
60     | GTR+G      | 462        | 88b58a3248f140a1838a9c7ffec6b7cb | EOG090C03OC_1                                                                                       
61     | GTR+G      | 462        | 09863f1aeb8611ab61fa51e616bb6fca | EOG090C03OC_2                                                                                       
62     | GTR+G      | 619        | ad1a759b8c080b23555176523c792a3a | EOG090C03TA_1                                                                                       
63     | GTR+G      | 619        | 34315399900a280c2978f96542313a20 | EOG090C03TA_2                                                                                       
64     | GTR+G      | 717        | 66bfcf2e02e682178c43d4811a7e6b1a | EOG090C04H0_1                                                                                       
65     | GTR+G      | 717        | 018fcbdb1de7f49136562ff742dc14fb | EOG090C04H0_2                                                                                       
66     | GTR+G      | 611        | 75dae84f38b6ba9a130a47446c13ad18 | EOG090C04IP_1                                                                                       
67     | GTR+G      | 611        | f3511b7d1dcb31fd8e730e71dc7fc6e5 | EOG090C04IP_2                                                                                       
68     | GTR+G      | 915        | 47f032e27b250f1be8a36b6eeb924a13 | EOG090C04QC_1, EOG090C05V5_1                                                                        
