Scheme Name       : step_156
Scheme lnL        : -912117.6766967773
Scheme AIC        : 1829271.35339
Number of params  : 2518
Number of sites   : 206048
Number of subsets : 244

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
1      | GTR+G      | 1440       | a5005318abfad535269a0b2c0354b28c | EOG090C0087_1                                                                                       
2      | GTR+G      | 2103       | 7b765108ca8567e9f81199f89dc1d1a0 | EOG090C02QR_2, EOG090C0087_2                                                                        
3      | GTR+G      | 1947       | 9ffa34d324fc2b25c3961a055a6325b5 | EOG090C00AN_1                                                                                       
4      | GTR+G      | 1947       | 3b3de80234a94cb2b7d18e4a3c26fc15 | EOG090C00AN_2                                                                                       
5      | GTR+G      | 1473       | 676130f905d3d2a8e8b7b1012a7fbb38 | EOG090C00BE_1                                                                                       
6      | GTR+G      | 1473       | beff2ec1fd6bb66d81094a96588ff60e | EOG090C00BE_2                                                                                       
7      | GTR+G      | 2549       | e4cd476346c0cf847e118d87531952e7 | EOG090C00BT_1, EOG090C01NW_1                                                                        
8      | GTR+G      | 2812       | 21c2f8b8b44717abdc0d4ef54f660946 | EOG090C0737_2, EOG090C00BT_2, EOG090C03F4_2                                                         
9      | GTR+G      | 1865       | eb40b1282309924a431fd7656a3977af | EOG090C09E0_1, EOG090C00HJ_1                                                                        
10     | GTR+G      | 1519       | 135ef6f9c7f2f61382d87d2f2a44058a | EOG090C00HJ_2                                                                                       
11     | GTR+G      | 2218       | 7d23f57c973cebd6d4e1eab564b7218e | EOG090C095H_1, EOG090C00HT_1, EOG090C0814_1                                                         
12     | GTR+G      | 1643       | 87d9e311b3937ccb78b07ba7a49ebc35 | EOG090C00HT_2                                                                                       
13     | GTR+G      | 1194       | 46371592d5e40917960ba1fc35f0113f | EOG090C05VD_1, EOG090C00SW_1                                                                        
14     | GTR+G      | 1385       | ead69fdbb9d5f8919946290635f25b5f | EOG090C02GG_2, EOG090C00SW_2                                                                        
15     | GTR+G      | 2027       | 831e6fa044df8359ea6deb290cd459b9 | EOG090C00VF_1, EOG090C07YF_1, EOG090C09U6_1                                                         
16     | GTR+G      | 1365       | 2baf649cf425d320f4335f881e736235 | EOG090C00VF_2                                                                                       
17     | GTR+G      | 783        | b60058775956af4bcee61d8e53520682 | EOG090C010X_1                                                                                       
18     | GTR+G      | 783        | 2d72c067aaf6b675f22112bcb9ca5277 | EOG090C010X_2                                                                                       
19     | GTR+G      | 1086       | 9d176c9cbcbb8b431b67da3eae4db2d8 | EOG090C014P_1                                                                                       
20     | GTR+G      | 1545       | 1bd387b936cd8b6edf97510a321cb70b | EOG090C014P_2, EOG090C06YQ_2                                                                        
21     | GTR+G      | 1295       | 4736ea1d7c2fb80ca9e3a78a1814c2f4 | EOG090C016M_1                                                                                       
22     | GTR+G      | 1823       | 8a589217f39bccf007f3014b1e253d4d | EOG090C0ERA_2, EOG090C0814_2, EOG090C016M_2                                                         
23     | GTR+G      | 1536       | 4db0c5dc7f980c5162e433efd1b07154 | EOG090C035W_1, EOG090C01AQ_1                                                                        
24     | GTR+G      | 2215       | 4c9c57ac0f771f4b4f815efab74de5f6 | EOG090C01AQ_2, EOG090C02KW_2, EOG090C0ACE_2                                                         
25     | GTR+G      | 1941       | 7686c1b734a2a15a05b3e8a78b20eea0 | EOG090C01BG_1, EOG090C01O3_1                                                                        
26     | GTR+G      | 1044       | a9f56b6abdfba0f38551ee8ecdfe53ce | EOG090C01BG_2                                                                                       
27     | GTR+G      | 731        | bf59e2a8977c2e8b71b6d0c0654c0cb4 | EOG090C01CW_1                                                                                       
28     | GTR+G      | 731        | 97dc05f97d5d13dc98cd583e9519c823 | EOG090C01CW_2                                                                                       
29     | GTR+G      | 1004       | c3f1087586b534f09f94e66e73d80ce4 | EOG090C01LV_1                                                                                       
30     | GTR+G      | 1004       | 7ec77d952bc79327effdf6e63a240f03 | EOG090C01LV_2                                                                                       
31     | GTR+G      | 1894       | d5a7c0c4f305b2eed5fb00ae00016f6d | EOG090C01M7_1, EOG090C02JH_1                                                                        
32     | GTR+G      | 1884       | 6071a20b880429f4974c806f1e7eb67f | EOG090C027B_2, EOG090C01M7_2                                                                        
33     | GTR+G      | 1577       | dc4065239ce3bf6521a71889a9749b0a | EOG090C01NW_2, EOG090C01O3_2                                                                        
34     | GTR+G      | 1089       | b6acfd32d7dbe4ae41a8eebdce8a7bdb | EOG090C05A5_1, EOG090C01O8_1                                                                        
35     | GTR+G      | 1090       | 338340005ce94cadb32737b52bd9f40f | EOG090C07EK_2, EOG090C01O8_2                                                                        
36     | GTR+G      | 971        | 4ed59c059d49921fb6dfaf27eed951e4 | EOG090C01QP_1                                                                                       
